main_category|sub_category|course_name|course_desc|instructor_name|instructor_job|base_price|final_price|rating|rating_count
pemasaran|Sales|Rahasia Sukses Presentasi Penjualan Sampai Closing|"<div><u><strong>Detail Kelas</strong></u><br>
Seorang <em>sales </em>perlu memiliki kemampuan presentasi yang terampil untuk mencapai keberhasilan penjualan. Namun, kemampuan tersebut membutuhkan strategi yang tak asal. Di kelas ini kamu akan belajar cara presentasi penjualan yang sukses, mulai dari teknik menyampaikan presentasi sebelum penjualan, menyampaikan isi, memberi pertanyaan dan memberi jawaban kepada calon pembeli jika mereka keberatan, juga menguasai bahasa tubuh yang tepat sehingga kamu bisa menghasilkan presentasi yang optimal. <br>
</div>
<div><u><strong>Target Peserta</strong></u><br>
Kelas ini cocok untuk mahasiswa, fresh graduate, atau umum yang ingin memiliki kemampuan presentasi penjualan ataupun salesperson pemula yang ingin mengembangkan kemampuan presentasi penjualannya.<br>
</div>
<div><u><strong>Tujuan Umum</strong></u><br>
Kamu akan dapat menjelaskan teknik berpresentasi dengan efektif.</div>"|Giffar Kusdyanta|B2B Account Manager|500000|150000|5.0|98716
pemasaran|Content Marketing|Melakukan Teknik Penulisan Konten Penjualan Storytelling untuk Menjadi Spesialis Pemasaran|"<div>Pernahkah anda bertanya-tanya mengapa beberapa produk menjadi hits sementara yang lain gagal? Apa ide kunci di balik pemasaran viral? konten pemasaran di media sosial memiliki ciri khas yang unik ketimbang cara pemasaran konvensional. Teknik penulisan konten penjualan storytelling bisa menjadi pilihan untuk pertanyaan-pertanyaan di atas.<br>
</div>
<div>Salah satu teknik yang dapat diaplikasikan pada penulisan konten pemasaran adalah storytelling. Teknik storytelling adalah praktik merancang, berbagi, dan berpartisipasi dalam pengalaman berbentuk cerita di berbagai platform digital. Teknik ini dinilai efektif untuk periklanan dan pemasaran karena konsumen merasa lebih dekat dengan merek dan produk anda. Sebagai seorang spesialis pemasaran, anda juga harus memahami bagaimana cara berinteraksi yang baik dengan konsumen agar dapat meningkatkan daya jual produk yang diiklankan.<br>
</div>
<div>Pada kelas ini anda diharapkan dapat menerapkan teknik penulisan konten penjualan storytelling untuk menjadi spesialis pemasaran sesuai dengan SKKNI Pemasaran Nomor 389 Tahun 2013 dan SKKNI Periklanan Nomor 351 Tahun 2014. Anda juga dapat mempelajari hal lainnya mulai dari memelihara interaksi dengan konsumen, mengidentifikasi consumer insight, membangun pilar konten, dan tipe-tipe konten di media sosial yang dapat diaplikasikan menggunakan teknik storytelling.</div>"|Ignatius Untung Surapati|Senior Vice President Marketing at Sayurbox|600000|250000|0.0|0
pemasaran|Marketing Fundamentals|Strategi Pemasaran Destinasi Pariwisata untuk Tingkatkan Jumlah Pengunjung|"<div><u><strong>Detail Kelas</strong></u><br>
Sektor pariwisata menjadi salah satu bisnis yang menjanjikan. Hal ini membuat bisnis tersebut membutuhkan strategi yang tepat untuk meningkatkannya, atau biasa disebut sebagai ilmu pemasaran. Di kelas ini kamu akan mempelajari ilmu pemasaran pariwisata, mulai dari karakteristik, prinsip-prinsip, perilaku pengunjung, riset pasar dan pemasaran, segmentasi pasar, menetapkan target pasar, juga langkah-langkah membangun citra destinasi, merk destinasi, memahami elemen-elemen komunikasi pemasaran destinasi, hingga merencanakan pemasaran destinasi pariwisata sehingga bisnis pariwisata tersebut dapat dipromosikan dengan tepat. &nbsp;<br>
</div>
<div><u><strong>Target Peserta</strong></u><br>
Kelas ini cocok untuk pengelola destinasi pariwisata, pemasar (marketers) destinasi pariwisata, mahasiswa, fresh graduate, ataupun umum yang tertarik mempelajari tentang &nbsp;pemasaran destinasi pariwisata.<br>
</div>
<div><u><strong>Tujuan Umum</strong></u><br>
Kamu akan dapat menjelaskan strategi pemasaran destinasi pariwisata untuk meningkatkan jumlah pengunjung.&nbsp;</div>"|Faiz Karim|Business and Marketing Director Roote Trails|500000|150000|4.9|16632
pemasaran|Sales|Kunci Sukses Telesales|"<div><u><strong>Detail Kelas</strong></u></div>
<div>Profesi telesales seringkali dianggap menyulitkan bagi segelintir orang, karena berkaitan dengan fungsi dan target penjualan pada perusahaan. Terkadang target penjualan dirasa menyulitkan bagi telesales, dan banyak yang menyerah di tengah jalan karena merasa kesulitan untuk menggeluti karir di dunia telesales. Padahal, telesales adalah profesi yang sangat menjanjikan dan kemampuannya pun banyak dibutuhkan oleh berbagai jenis industri. Sehingga, sangat disayangkan apabila seorang telesales tidak mengasah kemampuannya secara mendalam. Berangkat dari pengalamannya selama di dunia telesales, Bima akan mencoba memecahkan segala kesulitan yang telesales hadapi dengan memberikan ilmu dan tips khusus untuk menjadi telesales yang sukses. Course ini dimulai dengan mengenal apa itu telesales, jenjang karirnya yang menjanjikan, hingga kesalahan-kesalahan umum yang sering dilakukan oleh telesales. Kemudian dilanjutkan dengan pembahasan kunci sukses telesales, yang dimulai dari persiapan sebelum melakukan panggilan, seperti membentuk mental dan mengidentifikasi diri, melakukan riset terhadap calon pelanggan, membuat naskah panggilan, serta menentukan waktu terbaik untuk melakukan panggilan. Selain melakukan persiapan, instruktur juga akan membahas secara komprehensif mengenai 9 teknik khusus yang harus dikuasai oleh telesales ketika sedang melakukan panggilan terhadap calon customernya. Dimulai dari teknik kesegeraan, teknik panggilan ganda, teknik kegigihan, teknik suara senyum, teknik membangun kepercayaan, teknik menggali fakta, teknik menangani rasa keberatan, teknik menutup pembicaraan, hingga yang terakhir, teknik follow up atau tindak lanjut customer. Kelas ini juga dilengkapi dengan kisah inspiratif pengalaman nyata instruktur mengenai karir telesales-nya, sehingga diharapkan dapat memunculkan motivasi dan semangat belajar bagi user. Sebagai pelengkap, course ini memberikan contoh komunikasi telepon antara seorang telesales dengan calon customer-nya, agar user memiliki gambaran mengenai penerapan teknik-teknik khusus telesales dalam panggilan telepon. Jadi, setelah mempelajari kelas ini, tidak ada lagi alasan untuk tidak menjadi telesales yang sukses!&nbsp;</div>
<div><br></div>
<div><u><strong>Target Peserta</strong></u></div>
<div>Kelas ini cocok untuk pemula dalam dunia telesales dan telemarketin atau kamu yang sedang mencari pekerjaan (jobseeker)</div>
<div><br></div>
<div><u><strong>Tujuan Umum</strong></u></div>
<div>Kamu akan mampu menerapkan key of sales call pada pekerjaan&nbsp;</div>"|Bima Cakra Adhiguna|Head of Telesales and Inside Sales di MOKA|500000|161000|4.2|2898
pemasaran|Branding|Strategi Membangun Brand Powerful untuk Bisnis|"<div><u><strong>Detail Kelas</strong></u></div>
<div>Membangun <em>brand </em>yang kuat hingga dikenal banyak orang membutuhkan strategi yang matang dan tepat. Di kelas ini kamu akan mempelajari strateginya, mulai dari mengenal UVP (Unique Value Proposition) dan USP (Unique Selling Point), mengenal brand building blocks, membangun identitas dan <em>personality </em>untuk <em>brand </em>kamu, hingga teknik untuk mengkomunikasin brand di media sosial. Kelas ini bisa kamu selesaikan selama satu minggu jika kamu menyediakan waktu 30 menit/hari.</div>
<div><br></div>
<div><u><strong>Target Peserta</strong></u></div>
<div>Kelas ini cocok untuk pengusaha yang berkeinginan untuk menguatkan <em>brand </em>usahanya.</div>
<div><br></div>
<div><u><strong>Tujuan Umum</strong></u></div>
<div>Kamu akan mampu memahami konsep dasar mengenai <em>brand </em>dan <em>branding</em>, serta mampu membangun identitas <em>brand</em>.&nbsp;</div>"|Mary Chelsea Salim|Brand Strategist|890000|300000|4.9|412
pemasaran|Content Marketing|Trik Membuat Tulisan Pendek yang Menjual|"<div><u><strong>Detail Kelas&nbsp;</strong></u></div>
<div>Perusahaan apa sih yang tidak membutuhkan content writer? Terutama di dunia digital sekarang, pekerjaan sebagai content writer semakin dibutuhkan. Seorang content writer harus bisa fleksibel, dari menulis blog dan artikel sampai menulis caption Instagram dan Facebook, dari memperkenalkan produk sampai menceritakan unsur sosial sebuah perusahaan. &nbsp;Di kelas ini kamu akan mempelajari kiat menulis yang menjual dengan memahami formula dalam <em>content writing</em>, mengenal tiga platform utama, strategi menulis tulisan pendek untuk, hingga memahami SEO. Kamu juga akan mendapatkan tips untuk meningkatkan <em>engagement </em>dengan <em>psychological trigger</em>.&nbsp;</div>
<div><br></div>
<div><u><strong>&nbsp;Target Peserta&nbsp;</strong></u></div>
<div>Kelas ini cocok untuk <em>content writer</em>, jurnalis pemula yang aktif menulis dan tertarik untuk meningkatkan keterampilan <em>content</em> <em>writing</em>. &nbsp;&nbsp;</div>
<div><br></div>
<div><u><strong>&nbsp;Tujuan Umum</strong></u>&nbsp;</div>
<div>Kamu akan mampu memahami cara meningkatkan engagement perusahaan atau brand melalui tulisan pendek yang bermakna. &nbsp;</div>"|Astari Pinasthika Sarosa|International Media Coordinator Ubud Writers & Readers Festival|890000|250000|5.0|4143
pemasaran|Marketing Fundamentals|Strategi Pemasaran Menggunakan Omni Channel|"<div><u><strong>Detail Kelas</strong></u></div>
<div>Omni channel adalah suatu sistem terintegrasi yang memungkinkan pelanggan menggunakan lebih dari satu saluran, baik itu offline maupun online. Penerapan omni channel tidak sama dengan multichannel dan cross channel. &nbsp;Kelas ini akan membahas konsep omni channel, mulai dari mengetahui perbandingan dengan channel lain, memahami customer journey, dan juga menyusun strategi dengan customer relationship management dan cara penerapannya. Kelas ini bisa kamu selesaikan selama dua minggu jika kamu menyediakan waktu 30 menit/hari.</div>
<div><br></div>
<div><u><strong>Target Peserta</strong></u></div>
<div>Kelas ini cocok untuk lulusan baru atau pekerja kantoran, seperti marketing, sales, dan bagian perencanaan.</div>
<div><br></div>
<div><u><strong>Tujuan Umum</strong></u></div>
<div>Kamu akan mampu mengaplikasikan strategi omni channel hingga mendeteksi penerapan omni channel di suatu organisasi &nbsp;&nbsp;<br>
&nbsp;</div>"|Heri Ardin|Praktisi OmniChannel|890000|270000|4.7|91
pemasaran|Sales|Memulai Karier sebagai Sales B2B|"<div><u><strong>Detail Kelas</strong></u></div>
<div>Pertumbuhan industri di seluruh dunia yang kian pesat menyebabkan makin banyak bisnis dan korporasi, serta transaksi antar bisnis dan korporasi tersebut. Transaksi antar korporasi atau bisnis ini membuka peluang yang sangat luas bagi para pelaku kegiatan usaha atau jual-beli yang melibatkan dua entitas bisnis atau korporasi, atau lebih dikenal dengan profesi Sales B2B.</div>
<div><br></div>
<div>Kelas ini akan mengajarkan cara mempersiapkan diri kamu untuk menjadi Sales B2B yang berhasil. Lebih spesifik, kamu akan belajar strategi persiapan dalam siklus B2B <em>sales</em>, cara melakukan segmentasi dan identifikasi target, cara melakukan <em>generate leads</em>, beserta cara memahami pelanggan korporasi.</div>
<div><br></div>
<div>Lebih jauh, dalam kelas ini juga akan dibukakan implementasi teknik Sales B2B yang bukan sekadar teori, namun lengkap dengan contoh praktis melalui <em>roleplay</em>, hingga kamu dapat melakukan <em>upselling </em>dan <em>cross-selling</em> untuk mengoptimalkan penjualan kamu. Pengalaman nyata yang dibagikan dalam kelas ini juga akan menolong kamu dalam mengimplementasikan strategi B2B <em>sales </em>dengan tepat. Hingga akhirnya, secara objektif, kamu dapat memberikan <em>impact </em>yang <em>result-oriented</em> kepada perusahaan tempat kamu bekerja, yaitu <em>purchase order</em> (PO) yang optimal.</div>
<div><br></div>
<div>Setelah menyelesaikan kelas ini, kamu akan mendapatkan <em>skills set</em> dalam <em>sales</em>, antara lain <em>skill </em>berkomunikasi, bernegosiasi, mengidentifikasi dan membuat segmentasi target klien, sehingga kamu dapat melakukan <em>closing deal</em> sebanyak-banyaknya dan dalam waktu yang sesingkat-singkatnya.</div>
<div><br></div>
<div>Kamu membuat keputusan yang tepat untuk belajar tentang B2B <em>sales </em>dari seorang yang telah menekuni profesi Sales B2B selama lebih dari 12 tahun. Kelas ini akan membekali kamu untuk menjadi Sales B2B yang andal, dengan satu syarat, yaitu pola pikir yang positif untuk memenangkan pertempuran di <em>market </em>B2B.</div>
<div><br></div>
<div>Tunggu apa lagi? Langsung ikuti kelasnya, dan jadilah Sales B2B yang berhasil!</div>
<div><br></div>
<div><u><strong>Target Peserta</strong></u></div>
<div>Kelas ini dibuat bagi peserta yang tertarik untuk mendalami keterampilan <em>sales</em></div>
<div><br></div>
<div><u><strong>Tujuan Umum</strong></u></div>
<div>Peserta belajar mampu menerapkan keterampilan B2B <em>sales </em>untuk organisasi dalam skala besar</div>"|Bram Sugiharto|Head of B2B Digital Business|990000|275000|5.0|10
pemasaran|Marketing Fundamentals|Strategi Konten Marketing untuk Aplikasi Mobile|"<div><u><strong>Detail Kelas</strong></u></div>
<div>Konten marketing dalam aplikasi <em>mobile </em>menjadi hal yang perlu diperhatikan untuk membuat nyaman pengguna. Di kelas ini kamu akan mempelajari cara menulis konten yang sesuai dan efektif untuk aplikasi mobile, mulai dari menentukan target audiens, menentukan tujuan konten yang sesuai target audiens, dan menerapkan prinsip-prinsip penulisan UX dalam konten yang ditulis. Kamu juga akan mempelajari prinsip <em>lean writing </em>untuk menghasilkan tulisan yang efektif. Kelas ini bisa kamu selesaikan selama satu minggu jika kamu menyediakan waktu 30 menit/hari.&nbsp;</div>
<div><br></div>
<div><u><strong>Target Peserta</strong></u></div>
<div>Kelas ini cocok untuk <em>content writer</em> atau <em>copywriter</em> &nbsp;yang sedang membuat strategi konten <em>marketing</em>, lulusan baru, atau umum yang tertarik untuk mempelajari konten <em>marketing </em>untuk aplikasi mobile.&nbsp;</div>
<div><br></div>
<div><u><strong>Tujuan Umum</strong></u></div>
<div>Kamu akan mampu membuat strategi konten <em>marketing </em>untuk aplikasi <em>mobile </em>sesuai dengan prinsip-prinsip penulisan konten digital. &nbsp;<br>
&nbsp;</div>"|Himawan Pradipta|-Content Strategist & UX Writer|890000|250000|4.9|3131
pemasaran|Digital Marketing|Menerapkan Strategi Pemasaran B2B melalui LinkedIn® Marketing|"<div><u><strong>Detail Kelas</strong></u></div>
<div><br></div>
<div>Seiring dengan berkembangnya teknologi, ada berbagai macam <em>platform</em> digital untuk mengoptimalkan pemasaran produk/jasa.</div>
<div>Salah satunya adalah LinkedIn™, &nbsp;situs web sosial yang berorientasi pada bisnis dan digunakan oleh jaringan profesional.&nbsp;</div>
<div>LinkedIn™ terbukti efektif sebagai alat pemasaran, khususnya untuk bisnis B2B. Hal ini didukung oleh data yang menyatakan bahwa 93% B2B Marketer mempertimbangkan LinkedIn™ sebagai situs paling efektif untuk mendapatkan prospek (LinkedIn Corporation, 2014).</div>
<div>Namun, meskipun telah terbukti efektif, masih banyak yang belum memahami cara mengoptimalkan penggunaan LinkedIn™ sebagai alat pemasaran B2B. Oleh karena itu, kelas ini dirancang agar kamu mampu menerapkan fitur-fitur yang ada di LinkedIn™ untuk memasarkan produk/jasa perusahaanmu. Kamu akan belajar berbagai materi, di antaranya yaitu:</div>
<ol>
  <li>Membangun citra diri melalui profil LinkedIn™ yang menarik dan meyakinkan,</li>
  <li>Membuat <em>posting</em> <em>trending </em>dengan impresi yang memuaskan, serta</li>
  <li>Menjalin koneksi dan berkomunikasi aktif dengan prospek bisnis.</li>
</ol>
<div>Kelas ini dilengkapi dengan berbagai macam contoh kasus, beragam <em>template </em>relevan, dan dokumen PDF yang bisa diunduh.</div>
<div>Setelah menyelesaikan kelas ini, kamu akan mendapatkan pengetahuan bagaimana cara menggunakan LinkedIn™ untuk membangun citra dan menemukan prospek bisnis.&nbsp;</div>
<div><br></div>
<div><u><strong>Target Peserta</strong></u></div>
<div>Kelas ini dibuat bagi peserta yang tertarik berkarir sebagai perwakilan penjualan B2B atau bidang pemasaran secara umum.</div>
<div><br></div>
<div><u><strong>Tujuan Umum</strong></u></div>
<div>Setelah menyelesaikan semua video pembelajaran dan PDF serta menyelesaikan assessment, peserta diharapkan mampu menggunakan LinkedIn™ untuk aktivitas membangun citra, menemukan prospek bisnis, dan menjalin koneksi dengan prospek.</div>
<div>Jadi tunggu apa lagi, segera ikuti kelasnya sekarang!</div>
<div><br></div>
<div><em>Happy learning</em></div>"|Ivan Suganda|Digital Marketing Director at TheTukangMarketing.com|990000|275000|5.0|2
pemasaran|Marketing Fundamentals|Strategi Komunikasi Pemasaran Pariwisata|"<div><u><strong>Detail Kelas</strong></u></div>
<div>Kelas ini merupakan kelas lanjutan dari kelas “Strategi Pemasaran Destinasi Pariwisata untuk Tingkatkan Jumlah Pengunjung”. &nbsp;&nbsp;Kelas ini berfokus untuk mengupas tuntas strategi komunikasi pemasaran yang tepat untuk meningkatkan pengunjung di industri pariwisata. Kamu akan belajar dengan menganalisis strategi marketing dengan menggunakan teknik SMART, mengenal prinsip-prinsip komunikasi pemasaran, memahami strategi pemasaran dan mencari strategi yang cocok untuk kamu gunakan sehingga bisnismu semakin dikenal dan berhasil meningkatkan pengunjung . Kelas ini bisa kamu selesaikan selama satu minggu jika kamu menyediakan waktu 30 menit/hari.</div>
<div><br></div>
<div><u><strong>Target Peserta</strong></u></div>
<div>Kelas ini cocok untuk praktisi di bidang pariwisata dan industri kreatif.</div>
<div><br></div>
<div><u><strong>Tujuan Umum</strong></u></div>
<div>Kamu akan mampu menerapkan cara membuat strategi komunikasi pemasaran untuk produk wisata seperti marketing campaign, terutama digital. &nbsp;<br>
&nbsp;</div>"|Faiz Karim|Business and Marketing Director Roote Trails|825000|250000|4.3|2689
pemasaran|Sales|Dasar Menjadi Sales Profesional|"<div><u><strong>Detail Kelas&nbsp;</strong></u></div>
<div>Menjadi <em>sales </em>profesional perlu memahami teknik dan strategi untuk menemukan prospek yang tepat. Di kelas ini kamu akan mengetahui kiat menjadi sales profesional, mulai dari mengetahui tipe-tipe <em>sales</em>, mengidentifikasi kebutuhan <em>customer </em>dan memberikan solusinya, mempersiapkan presentasi dengan metode AIDA sehingga dapat memikat <em>customer</em>, dan membangun kepercayaan mereka, hingga mempelajari teknik bernegosiasi. Kamu juga akan mendapatkan studi kasus sehingga kamu memiliki persiapan yang lebih matang. Kelas ini bisa kamu selesaikan dalam waktu tiga minggu jika kamu menyediakan waktu 30 menit/hari. &nbsp;<u><strong>&nbsp;</strong></u></div>
<div><br></div>
<div><u><strong>Target Peserta&nbsp;</strong></u></div>
<div>Kelas ini cocok untuk wirausahawan ataupun <em>sales </em>yang ingin meningkatkan pengetahuan teknik menjual barang dan bernegosiasi. &nbsp;<u><strong>&nbsp;</strong></u></div>
<div><br></div>
<div><u><strong>Tujuan Umum</strong></u>&nbsp;</div>
<div>Anda akan mampu menerapkan cara menjadi <em>sales </em>profesional.</div>
<div><br></div>
<div>Note: Jika Anda pernah membeli kelas Strategi Efektif Untuk Menjual Apapun Dengan Mudah dan kelas Teknik Negosiasi: Seni Mendapatkan yang Kamu Inginkan, akan ada materi yang beririsan pada kelas ini.</div>"|Hendra Hilman|International Business Coach, CEO HHI|500000|350000|5.0|10903
pemasaran|Marketing Fundamentals|Mudah Belajar Menjadi Digital Public Relation untuk Pemula|"<div><u><strong>Detail Kelas</strong></u><br>
Digitalisasi industri menuntut semua pihak untuk bisa menyesuaikan dan meningkatkan kemampuan diri agar tetap bisa bersaing. Salah satu profesi yang terdampak dari perubahan tersebut, yaitu <em>public relation</em> (PR). Sekarang terdengar istilah <em>online </em>PR, <em>cyber </em>PR, digital PR, dan lain-lain. Sudahkah kamu tahu dan paham istilah-istilah baru ini?<br>
Di kelas ini kamu akan memahami istilah baru tersebut. Kamu akan mengetahui perbedaan PR offline dan PR digital dan tanggung jawabnya, kiat menjadi digital PR yang terampil, memahami strategi dalam media sosial, dan teknik menangani isu dan krisis perusahaan.Kelas ini bisa kamu selesaikan selama satu minggu jika kamu menyediakan waktu 30 menit/hari. <br>
<br>
<u><strong>Target Peserta</strong></u><br>
Kelas ini cocok untuk seorang yang bekerja di bidang p<em>ublic relation </em>&nbsp;atau umum yang tertarik dengan profesi ini. <br>
<br>
<u><strong>Tujuan Umum</strong></u><br>
Kamu akan mampu memahami dan menjelaskan tugas dan tanggung jawab pekerja di bidang <em>public relation</em>.&nbsp;</div>"|Marsya Gusman|Miss Internet Indonesia tahun 2017|825000|275000|5.0|5672
pengembangan-diri|Professional & Personal Development|Langkah Menjadi News Anchor Bersama Martin Mohede|"<div><u><strong>Detail Kelas</strong></u></div>
<div>Dalam dunia jurnalistik, News Anchor populer dengan perannya dalam membacakan berita. Padahal, tugas News Anchor tidak hanya membawakan berita, tetapi juga membuat dan mengedit naskah berita, mewawancarai narasumber, serta memandu program diskusi dengan baik. &nbsp;&nbsp;Di kelas ini, Martin Mohede akan memberikanmu kiat menjadi seorang News Anchor yang terampil, mulai dari mengetahui format program dan jenis naskah berita, teknik dan gestur ketika berada di depan kamera, menggali materi siaran, juga persiapan diri pada sebelum, saat, dan setelah siaran. Kamu juga akan diberikan tips memulai karir menjadi News Anchor, dan tips menjadi seorang News Anchor profesional.</div>
<div><br></div>
<div><u><strong>Target Peserta</strong></u></div>
<div>Kelas ini cocok untuk umum yang berencana untuk menjadi seorang News Anchor profesional.</div>
<div><br></div>
<div><u><strong>Tujuan Umum</strong></u></div>
<div>Kamu akan mampu menerapkan keterampilan yang diperlukan untuk menjadi News Anchor profesional dengan tepat. &nbsp;<br>
&nbsp;</div>"|Martin Mohede|Pemandu Talk Show Senior|890000|250000|5.0|8
pengembangan-diri|Professional & Personal Development|Tingkatkan Kemampuan Komunikasi untuk Menunjang Karir|"<div><u><strong>Detail Kelas</strong></u></div>
<div>Komunikasi di dunia kerja sangat dibutuhkan untuk sesama rekan kerja, baik di lingkungan internal maupun klien di lingkungan eksternal perusahaan. Untuk itu, kemampuan komunikasi yang efektif sangat penting bagi kalangan profesional. Dengan mengetahui cara meningkatkan kemampuan komunikasi dan mengenali berbagai hambatannya, hubungan yang terjalin antar rekan kerja dan klien pun dapat dibangun dengan hangat, dan tentunya mampu meningkatkan performa serta efektivitas dalam bekerja. &nbsp;Kelas ini memiliki 11 video yang membahas tentang pentingnya berkomunikasi efektif di dunia kerja, 10 sikap berkomunikasi untuk menunjang proses komunikasi dengan rekan kerja, cara melakukan komunikasi yang efektif dengan rekan internal dan eksternal, hambatan dalam melakukan komunikasi, juga cara untuk mengatasi hambatan tersebut. Kamu juga akan mempelajari cara melibatkan emosi dalam berkomunikasi untuk menghasilkan pesan yang lebih jelas, mendapatkan tips melakukan negosiasi, juga meningkatkan kemampuan berkomunikasi sebagai <em>sales</em>, hingga mempelajari tips jitu menjadi komunikator yang baik sebagai <em>sales</em>.</div>
<div><br></div>
<div><u><strong>Target Peserta</strong></u></div>
<div>Kelas ini cocok untuk kamu yang akan memulai bekerja pertama kali, lulusan baru yang sedang mempersiapkan diri untuk kerja, ataupun pekerja yang ingin mengembangkan karirnya.</div>
<div><br></div>
<div><u><strong>Tujuan Umum</strong></u></div>
<div>Kamu akan dapat menjelaskan cara berkomunikasi yang efektif dan relevan untuk kebutuhan pekerjaan dengan baik. <br>
</div>"|Angela Dina Oktavia|Partnership Manager, Communication Trainer|825000|215000|4.9|168264
pengembangan-diri|Professional & Personal Development|Problem Solving: Cara Memecahkan Masalah ala Konsultan|"<div><u><strong>Detail Kelas</strong></u><br>
Kemampuan memecahkan masalah (<em>problem solving</em>) merupakan kemampuan yang penting untuk dimiliki, baik dalam dunia personal dan juga profesional. Di kelas ini kamu akan mengetahui cara memecahkan masalah rumit secara terstruktur. Kelas ini membahas teknik mengidentifikasi akar masalah menggunakan berbagai metode ampuh, seperti SMART, MECE dan 5 Whys sehingga kamu dapat menemukan solusi yang berkelanjutan. <br>
</div>
<div><u><strong>Target Peserta</strong></u><br>
Kelas ini cocok untuk kamu yang aktif berorganisasi dan butuh memahami cara memecahkan masalah besar, akan memasuki dunia kerja dan memerlukan kemampuan memecahkan masalah, ataupun ingin menambah pengetahuan dan kemampuan memecahkan masalah.<br>
</div>
<div><u><strong>Tujuan Umum</strong></u><br>
Kamu akan dapat menjelaskan metode memecahkan masalah dengan tepat sehingga mampu membuat solusi yang dapat dilaksanakan.&nbsp;</div>"|Tsamara|Ex-Boston Consulting Group Consultant, Problem Solving Trainer|660000|225000|4.9|24220
pengembangan-diri|Professional & Personal Development|Emotional Intelligence: Kelola Kecerdasan Emosi dalam Karier|"<div>Ikuti kelas <strong>“Emotional Intelligence: Kelola Kecerdasan Emosi dalam Karier”</strong>!&nbsp;</div>
<div><br></div>
<div>Kelas ini akan membagikan beberapa kemampuan yang sangat dibutuhkan untuk menumbuh kembangkan kecerdasan emosional di dunia kerja. Kelas ini tersedia atas 11 video yang membahas tentang pentingnya cerdas beremosi di dunia profesional dan terbagi menjadi 5 area yang perlu dimiliki yaitu: <em><strong>Self-Awareness</strong></em>: kemampuan untuk mengenali emosi pribadi, <em><strong>Self-Management</strong></em>: kemampuan untuk mengelola emosi pribadi, <em><strong>Self-Motivation</strong></em>: kemampuan untuk memotivasi diri sendiri dalam mencapai target tertentu, <em><strong>Empathy</strong></em>: kemampuan untuk memahami emosi orang lain dengan perspektif yang beragam, dan <em><strong>Social Skills</strong></em>: kemampuan untuk membangun hubungan sosial yang baik dan positif dengan orang lain. Selain itu, kelas ini juga akan membagikan berbagai cara dan tips memudahkan kemampuan cerdas beremosi.</div>
<div><br></div>
<div>Kelas ini dilengkapi 1 <em>self-assessment</em>, 1 summary, dan 1 post-test untuk meninjau kemampuan kecerdasan emosional yang telah dimiliki, sehingga memudahkan Anda untuk mengembangkan kecerdasan emosional.</div>"|Maria Hostiana|Emotional Intelligence Trainer|825000|168000|4.8|736
pengembangan-diri|Professional & Personal Development|Manajemen Waktu Agar Kerja Lebih Produktif|<div>Manajemen Waktu Agar Kerja Lebih Produktif merupakan course yang akan membantumu menentukan tujuan untuk diterapkan pada metode <em>time management. </em>Kamu juga akan mempelajari faktor psikologis apa saja yang mempengaruhi bagaimana kamu mengatur waktu. Setelah mengikuti kelas ini, kamu akan bisa menentukan prioritas dan kategori pada pekerjaanmu. Di beberapa video ada tips dan trik untuk mengimplementasikan <em>time management </em>secara efektif, mengatur <em>procrastination</em> atau penundaan dan juga menjaga konsentrasi kamu. <em>Course </em>ini cocok untuk kamu yang ingin meningkatkan <em>time management skill</em> agar menjadi lebih produktif serta dapat menyeimbangkan antara pekerjaan dan kehidupan pribadi. Pekerja yang merasa selalu sibuk setiap harinya hingga mahasiswa dengan banyak kegiatan wajib mengikuti<em> course Time Management</em> ini. Kamu akan memiliki <em>Time Management Skill </em>yang mumpuni dan lihat perubahan besar pada pola hidup kamu dan juga peningkatan karirmu. &nbsp;</div>|Astrid Edgina|Trainer Personal Development|660000|168000|4.9|9616
pengembangan-diri|Professional & Personal Development|Pelajari Dasar Keahlian Berpikir Kritis|<div><strong>Pelajari Dasar Keahlian Berpikir Kritis </strong>merupakan course yang cocok untuk kamu para karyawan yang sering dihadapkan dengan beban kerja yang membutuhkan kemampuan berpikir kritis dan <em>deadline</em> pekerjaan yang cepat. Selain karyawan, kelas ini juga cocok untuk kamu para <em>fresh graduate</em> yang akan memasuki dunia kerja. Kamu akan mengetahui apa itu kemampuan berpikir kritis, pentingnya memiliki kemampuan ini ketika memasuki dunia kerja, serta bagaimana menggunakan kemampuan ini dalam berargumen. Selain itu, kamu juga akan mengetahui langkah-langkah di dalam berpikir kritis, lengkap dengan contoh-contoh bagaimana kamu bisa menerapkan kemampuan berpikir kritis ini dalam dunia profesional. Setelah menonton kelas ini, kamu juga akan mampu memahami dan mempraktekkan bagaimana caranya menyampaikan argumen dengan lawan bicara kamu secara sehat. Di beberapa video, kamu juga akan mendapatkan strategi yang dapat kamu gunakan untuk membantu kamu berpikir kritis.&nbsp;</div>|Emilia Tiurma Savira|Critical Thinking Trainer|660000|168000|4.7|1027
